id,reference,tradingDayId,tradeDate,pair,direction,strategy,risk,lotSize,entryPrice,exitPrice,returnPct,pips,outcome,status,openTime,closeTime,isPublic
e07777fb-ad59-856e-e853-b00ed7d52de1,TRD-000039,74f6b74b-aa13-8b78-8be9-49333bc8256a,2022-09-16,EUR/USD,SELL,Mean Reversion,LOW,0.94,1.07675,1.0735,0.301948,32.51,WIN,CLOSED,2022-09-16T11:49:00.000Z,2022-09-16T13:25:00.000Z,true
a801639a-3316-b7f3-4f69-67d7cc7fdcdb,TRD-000040,74f6b74b-aa13-8b78-8be9-49333bc8256a,2022-09-16,GBP/USD,BUY,Carry Overlay,HIGH,1.76,1.26387,1.26698,0.24614,31.11,WIN,CLOSED,2022-09-16T11:46:00.000Z,2022-09-16T12:35:00.000Z,true
5f2629cf-456a-ff72-cf1c-e4fb8d21237d,TRD-000041,4493b4b4-74c7-1e54-d739-2cf89e11f03b,2022-09-19,USD/CAD,SELL,AI Momentum,MEDIUM,0.4,1.36844,1.36089,0.551561,75.48,WIN,CLOSED,2022-09-19T07:37:00.000Z,2022-09-19T08:22:00.000Z,true
9ff95b69-75fe-0803-26ee-0c55bde2d24a,TRD-000042,4493b4b4-74c7-1e54-d739-2cf89e11f03b,2022-09-19,GBP/USD,BUY,Volatility Spike,MEDIUM,2.16,1.26276,1.26896,0.49079,61.98,WIN,CLOSED,2022-09-19T13:38:00.000Z,2022-09-19T16:30:00.000Z,true
38d4ab8c-ee13-83d4-ddb7-b5be381199fc,TRD-000043,57ebf567-047d-b1f7-3b27-c5a82dc512fe,2022-09-20,USD/CAD,SELL,AI Momentum,MEDIUM,1.96,1.34008,1.34048,-0.029205,3.91,LOSS,CLOSED,2022-09-20T07:57:00.000Z,2022-09-20T09:19:00.000Z,true
1ac5fa87-65ea-3f50-e47d-5a23918e5d61,TRD-000044,57ebf567-047d-b1f7-3b27-c5a82dc512fe,2022-09-20,USD/CAD,SELL,Mean Reversion,MEDIUM,0.87,1.36903,1.36964,-0.044392,6.08,LOSS,CLOSED,2022-09-20T12:18:00.000Z,2022-09-20T16:29:00.000Z,true
0e0cbcb9-68f5-1b73-579d-5e68012e2f03,TRD-000045,57ebf567-047d-b1f7-3b27-c5a82dc512fe,2022-09-20,AUD/USD,BUY,Volatility Spike,MEDIUM,2.14,0.65282,0.65258,-0.03715,2.43,LOSS,CLOSED,2022-09-20T12:05:00.000Z,2022-09-20T13:48:00.000Z,true
52d8f39d-ab2f-6baa-f23e-be32fe3e3265,TRD-000046,57ebf567-047d-b1f7-3b27-c5a82dc512fe,2022-09-20,USD/CAD,BUY,Mean Reversion,LOW,0.6,1.36694,1.36685,-0.006264,0.86,LOSS,CLOSED,2022-09-20T14:36:00.000Z,2022-09-20T17:48:00.000Z,true
b5d9a7e7-678e-057d-8be2-06209da2172d,TRD-000047,57ebf567-047d-b1f7-3b27-c5a82dc512fe,2022-09-20,USD/JPY,BUY,Volatility Spike,MEDIUM,2.26,149.066,149.061,-0.003573,0.53,LOSS,CLOSED,2022-09-20T14:57:00.000Z,2022-09-20T18:53:00.000Z,true
7feb4339-9424-5c2a-04f2-cb5e84826210,TRD-000048,e357d08b-5b9c-43da-45d9-50a00d1c089c,2022-09-21,EUR/USD,BUY,Session Breakout,HIGH,0.98,1.06892,1.07192,0.280769,30.01,WIN,CLOSED,2022-09-21T11:56:00.000Z,2022-09-21T12:56:00.000Z,true
4d1c7dcc-29ce-fa4f-642d-3714157f59dd,TRD-000049,e357d08b-5b9c-43da-45d9-50a00d1c089c,2022-09-21,EUR/GBP,SELL,AI Momentum,HIGH,0.12,0.86524,0.8631,0.247766,21.44,WIN,CLOSED,2022-09-21T14:45:00.000Z,2022-09-21T16:51:00.000Z,true
ff9d75d3-3565-e47d-290d-7407c89caa23,TRD-000050,e357d08b-5b9c-43da-45d9-50a00d1c089c,2022-09-21,EUR/GBP,BUY,Mean Reversion,MEDIUM,1.21,0.85447,0.85849,0.469374,40.11,WIN,CLOSED,2022-09-21T11:02:00.000Z,2022-09-21T12:14:00.000Z,true
73ca4186-2b84-5854-4d9b-5748c0cea48b,TRD-000051,e357d08b-5b9c-43da-45d9-50a00d1c089c,2022-09-21,EUR/USD,SELL,Carry Overlay,HIGH,2.02,1.07227,1.06675,0.514883,55.21,WIN,CLOSED,2022-09-21T10:53:00.000Z,2022-09-21T12:21:00.000Z,true
885b3f63-ff62-6fbc-93fe-faa1e2ec335f,TRD-000052,dc61c19d-3efc-6c6b-964f-30390539689c,2022-09-22,GBP/USD,SELL,Carry Overlay,MEDIUM,0.28,1.25616,1.25692,-0.060581,7.61,LOSS,CLOSED,2022-09-22T08:27:00.000Z,2022-09-22T11:47:00.000Z,true
220e8782-8d42-ca6b-1ac2-114e6734d109,TRD-000053,dc61c19d-3efc-6c6b-964f-30390539689c,2022-09-22,XAU/USD,SELL,Mean Reversion,MEDIUM,0.23,2354.74,2356.1,-0.0576,13.56,LOSS,CLOSED,2022-09-22T14:32:00.000Z,2022-09-22T15:21:00.000Z,true
2743b28e-5949-b244-d2bb-0ca49080d88a,TRD-000054,dc61c19d-3efc-6c6b-964f-30390539689c,2022-09-22,USD/CAD,SELL,Session Breakout,LOW,2.25,1.36646,1.36806,-0.116674,15.94,LOSS,CLOSED,2022-09-22T11:02:00.000Z,2022-09-22T12:17:00.000Z,true
3e5e0e1b-d641-84c4-eab8-dba9a8343ccb,TRD-000055,dc61c19d-3efc-6c6b-964f-30390539689c,2022-09-22,GBP/USD,SELL,Carry Overlay,LOW,2.21,1.25111,1.25191,-0.063528,7.95,LOSS,CLOSED,2022-09-22T10:34:00.000Z,2022-09-22T11:54:00.000Z,true
ae82d7a9-45f2-f2af-41c8-7de651fa4ce4,TRD-000056,d9a5de7d-78d6-2f1d-2a06-5f1f0da2118d,2022-09-23,EUR/USD,BUY,AI Momentum,HIGH,0.52,1.07202,1.07863,0.616607,66.1,WIN,CLOSED,2022-09-23T09:17:00.000Z,2022-09-23T12:43:00.000Z,true
a101ab58-27af-3cba-dc3b-a20f345d50ed,TRD-000057,d9a5de7d-78d6-2f1d-2a06-5f1f0da2118d,2022-09-23,USD/JPY,SELL,Mean Reversion,MEDIUM,0.51,150.478,149.596,0.586027,88.18,WIN,CLOSED,2022-09-23T08:06:00.000Z,2022-09-23T12:01:00.000Z,true
78230820-e1f2-8359-d147-89d741c3d6eb,TRD-000058,d9a5de7d-78d6-2f1d-2a06-5f1f0da2118d,2022-09-23,AUD/USD,BUY,AI Momentum,MEDIUM,1.58,0.65306,0.65643,0.515923,33.69,WIN,CLOSED,2022-09-23T11:40:00.000Z,2022-09-23T15:00:00.000Z,true
2e285a99-bda2-61aa-5cff-42fa7c4d04a7,TRD-000059,57291c4a-1fcf-d3af-bba1-cefa4adbf3fd,2022-09-26,AUD/USD,SELL,AI Momentum,MEDIUM,2.28,0.66905,0.66948,-0.064577,4.32,LOSS,CLOSED,2022-09-26T14:39:00.000Z,2022-09-26T16:03:00.000Z,true
2bd9b52a-8b73-e7fa-16fb-1bf55b6599f6,TRD-000060,57291c4a-1fcf-d3af-bba1-cefa4adbf3fd,2022-09-26,EUR/USD,SELL,Mean Reversion,HIGH,0.57,1.06837,1.06939,-0.094968,10.15,LOSS,CLOSED,2022-09-26T09:27:00.000Z,2022-09-26T12:29:00.000Z,true
a0b8ba8a-0d3c-480d-2d46-20d30d8ffa47,TRD-000061,b825657c-5e1e-c280-8210-a6e45344feb0,2022-09-27,XAU/USD,BUY,AI Momentum,HIGH,0.33,2330.52,2334.43,0.167709,39.08,WIN,CLOSED,2022-09-27T07:10:00.000Z,2022-09-27T11:04:00.000Z,true
f3c05975-f17a-1f6b-8902-48579d7afd86,TRD-000062,b825657c-5e1e-c280-8210-a6e45344feb0,2022-09-27,GBP/USD,BUY,Mean Reversion,HIGH,0.11,1.2734,1.27528,0.147511,18.78,WIN,CLOSED,2022-09-27T08:27:00.000Z,2022-09-27T13:07:00.000Z,true
b215389d-495a-d739-f3ed-f54ece2d27c3,TRD-000063,b825657c-5e1e-c280-8210-a6e45344feb0,2022-09-27,EUR/GBP,SELL,Mean Reversion,LOW,1,0.85513,0.85314,0.233569,19.97,WIN,CLOSED,2022-09-27T10:48:00.000Z,2022-09-27T11:22:00.000Z,true
6d3c9516-1279-053d-0615-70e7212b3379,TRD-000064,b825657c-5e1e-c280-8210-a6e45344feb0,2022-09-27,USD/JPY,SELL,Session Breakout,LOW,0.91,151.143,150.917,0.149672,22.62,WIN,CLOSED,2022-09-27T08:06:00.000Z,2022-09-27T10:50:00.000Z,true
308784df-6433-7583-9fce-14d17071a088,TRD-000065,6ae480be-3cae-c9a4-33b5-9fac56ceb2ab,2022-09-28,NZD/USD,BUY,Session Breakout,HIGH,2.42,0.59908,0.59912,0.007824,0.47,WIN,CLOSED,2022-09-28T11:45:00.000Z,2022-09-28T16:45:00.000Z,true
aedde306-652b-9b1b-497a-a88accc14f12,TRD-000066,6ae480be-3cae-c9a4-33b5-9fac56ceb2ab,2022-09-28,XAU/USD,SELL,Mean Reversion,MEDIUM,1.93,2340.06,2342.59,-0.108194,25.32,LOSS,CLOSED,2022-09-28T12:27:00.000Z,2022-09-28T15:43:00.000Z,true
07ee2aec-402e-1374-310a-a0eaca3cb8f8,TRD-000067,0cf07dd1-77c5-7b60-27e8-dbc5a9a2655b,2022-09-29,NZD/USD,BUY,Session Breakout,HIGH,0.28,0.59994,0.59936,-0.096588,5.79,LOSS,CLOSED,2022-09-29T12:51:00.000Z,2022-09-29T16:22:00.000Z,true
31442d43-17f6-1a7c-234c-a3349038b7c4,TRD-000068,0cf07dd1-77c5-7b60-27e8-dbc5a9a2655b,2022-09-29,AUD/USD,SELL,Mean Reversion,MEDIUM,0.83,0.64808,0.64828,-0.030711,1.99,LOSS,CLOSED,2022-09-29T13:09:00.000Z,2022-09-29T14:35:00.000Z,true
a7656f77-1077-9c88-bce2-e183a7999a03,TRD-000069,0cf07dd1-77c5-7b60-27e8-dbc5a9a2655b,2022-09-29,USD/CAD,BUY,Carry Overlay,HIGH,0.93,1.34341,1.34266,-0.055833,7.5,LOSS,CLOSED,2022-09-29T07:02:00.000Z,2022-09-29T09:06:00.000Z,true
e4c8c5c7-2df8-b77e-135e-04372c5fa6cc,TRD-000070,0cf07dd1-77c5-7b60-27e8-dbc5a9a2655b,2022-09-29,NZD/USD,BUY,Session Breakout,HIGH,0.11,0.6118,0.6112,-0.098203,6.01,LOSS,CLOSED,2022-09-29T13:20:00.000Z,2022-09-29T18:19:00.000Z,true
d1d3e96d-3f5b-eba6-1593-28c188f79338,TRD-000071,fd58b285-fbfa-850d-ea47-10b96506847b,2022-09-30,NZD/USD,SELL,Volatility Spike,LOW,0.67,0.61873,0.61698,0.283814,17.56,WIN,CLOSED,2022-09-30T09:57:00.000Z,2022-09-30T11:48:00.000Z,true
cc5f2fa5-e26c-ac7e-1496-b140da7e4792,TRD-000072,fd58b285-fbfa-850d-ea47-10b96506847b,2022-09-30,AUD/USD,BUY,Volatility Spike,HIGH,2.09,0.66505,0.66672,0.250399,16.65,WIN,CLOSED,2022-09-30T08:11:00.000Z,2022-09-30T10:27:00.000Z,true
d36ee3fb-994b-d9ca-bd8e-4a6c9db1d0a4,TRD-000073,fd58b285-fbfa-850d-ea47-10b96506847b,2022-09-30,USD/JPY,SELL,Session Breakout,HIGH,0.3,149.354,148.767,0.392617,58.64,WIN,CLOSED,2022-09-30T14:22:00.000Z,2022-09-30T16:03:00.000Z,true
269dbea0-626b-e8f3-9465-fa4278e6b4a7,TRD-000074,3b81fec0-e111-26e8-6591-6a9cf69db5fc,2022-10-03,EUR/GBP,SELL,Volatility Spike,LOW,1.52,0.84123,0.83761,0.429778,36.15,WIN,CLOSED,2022-10-03T11:43:00.000Z,2022-10-03T16:34:00.000Z,true
5ee4c9c9-c61f-fe0e-378a-849c9536dd5d,TRD-000075,3b81fec0-e111-26e8-6591-6a9cf69db5fc,2022-10-03,USD/CAD,BUY,AI Momentum,HIGH,1.74,1.33833,1.34161,0.244967,32.78,WIN,CLOSED,2022-10-03T13:32:00.000Z,2022-10-03T17:06:00.000Z,true
e84c383e-91a1-f358-67d9-5a826c36d6c6,TRD-000076,3b81fec0-e111-26e8-6591-6a9cf69db5fc,2022-10-03,USD/JPY,BUY,Carry Overlay,HIGH,2.1,148.028,148.525,0.335708,49.69,WIN,CLOSED,2022-10-03T13:14:00.000Z,2022-10-03T15:06:00.000Z,true
0650a737-6291-20ad-7311-957d786dce57,TRD-000077,3b81fec0-e111-26e8-6591-6a9cf69db5fc,2022-10-03,NZD/USD,BUY,Mean Reversion,MEDIUM,0.3,0.61903,0.62082,0.289566,17.93,WIN,CLOSED,2022-10-03T08:30:00.000Z,2022-10-03T10:33:00.000Z,true
d0c85c5e-6de6-eb44-87ec-136538c85171,TRD-000078,2300f40c-1a8a-08ad-6c77-400dd1d232f5,2022-10-04,EUR/USD,BUY,Volatility Spike,MEDIUM,2.19,1.07442,1.07687,0.227523,24.45,WIN,CLOSED,2022-10-04T07:31:00.000Z,2022-10-04T08:35:00.000Z,true
40b3e5d7-2dc7-9b14-0a01-dc02cb545747,TRD-000079,2300f40c-1a8a-08ad-6c77-400dd1d232f5,2022-10-04,GBP/USD,SELL,Session Breakout,HIGH,1.57,1.25257,1.25062,0.15582,19.52,WIN,CLOSED,2022-10-04T07:24:00.000Z,2022-10-04T09:37:00.000Z,true
09709823-a322-b0ab-4c8a-0e21db6aec9d,TRD-000080,2300f40c-1a8a-08ad-6c77-400dd1d232f5,2022-10-04,USD/CAD,BUY,Volatility Spike,LOW,0.42,1.3602,1.36348,0.240756,32.75,WIN,CLOSED,2022-10-04T09:35:00.000Z,2022-10-04T14:06:00.000Z,true
37567443-7417-84b2-a66d-1614fbc69059,TRD-000081,2300f40c-1a8a-08ad-6c77-400dd1d232f5,2022-10-04,GBP/USD,BUY,Session Breakout,MEDIUM,2.17,1.26174,1.26418,0.193432,24.41,WIN,CLOSED,2022-10-04T12:08:00.000Z,2022-10-04T14:50:00.000Z,true
6099e288-b8c8-c833-1d24-57a14b9cadaa,TRD-000082,68ea0594-d768-5f10-7363-3b1c2d993b3f,2022-10-05,USD/JPY,BUY,AI Momentum,LOW,1.49,148.634,149.233,0.402949,59.89,WIN,CLOSED,2022-10-05T07:44:00.000Z,2022-10-05T08:50:00.000Z,true
94c8783d-c429-e757-9156-96e97cd04417,TRD-000083,68ea0594-d768-5f10-7363-3b1c2d993b3f,2022-10-05,GBP/USD,BUY,Carry Overlay,HIGH,1.1,1.28089,1.28331,0.18958,24.28,WIN,CLOSED,2022-10-05T11:33:00.000Z,2022-10-05T14:29:00.000Z,true
5fcf21ad-7508-eb15-daf5-19fa1825a290,TRD-000084,c4892609-c839-beb5-4fd0-d6118761ca9d,2022-10-06,GBP/USD,SELL,Volatility Spike,LOW,0.49,1.24954,1.24499,0.364237,45.51,WIN,CLOSED,2022-10-06T10:55:00.000Z,2022-10-06T11:59:00.000Z,true
1b3f2996-e921-71a6-3eb9-559ee740eee8,TRD-000085,c4892609-c839-beb5-4fd0-d6118761ca9d,2022-10-06,EUR/GBP,SELL,Carry Overlay,LOW,2.02,0.85063,0.84883,0.211629,18,WIN,CLOSED,2022-10-06T08:27:00.000Z,2022-10-06T11:57:00.000Z,true
