date,equity,returnPct
2024-03-27,177.3639,-0.138841
2024-03-28,178.6001,0.696958
2024-03-29,179.3747,0.433713
2024-04-01,179.511,0.076019
2024-04-02,180.6803,0.65134
2024-04-03,180.9599,0.154769
2024-04-04,180.5201,-0.243015
2024-04-05,181.1302,0.337927
2024-04-08,181.9329,0.443151
2024-04-09,182.0613,0.070587
2024-04-10,183.0084,0.520246
2024-04-11,183.3258,0.173405
2024-04-12,182.6526,-0.367234
2024-04-15,183.432,0.426718
2024-04-16,184.3725,0.512761
2024-04-17,185.5984,0.664881
2024-04-18,185.9774,0.204235
2024-04-19,186.9407,0.517929
2024-04-22,187.8849,0.505086
2024-04-23,188.538,0.347631
2024-04-24,188.9181,0.201598
2024-04-25,190.1117,0.631797
2024-04-26,190.7082,0.313762
2024-04-29,191.2762,0.297846
2024-04-30,191.913,0.332898
2024-05-01,191.7011,-0.110375
2024-05-02,192.8286,0.58814
2024-05-03,192.9129,0.043732
2024-05-06,193.4133,0.259348
2024-05-07,193.2745,-0.071732
2024-05-08,194.4025,0.583607
2024-05-09,195.5925,0.612156
2024-05-10,195.1644,-0.218866
2024-05-13,194.5569,-0.311289
2024-05-14,195.0202,0.238113
2024-05-15,195.3175,0.15247
2024-05-16,196.3673,0.537466
2024-05-17,197.5538,0.604209
2024-05-20,198.5027,0.480328
2024-05-21,199.2133,0.357998
2024-05-22,200.0526,0.421315
2024-05-23,200.6411,0.294177
2024-05-24,201.2355,0.296247
2024-05-27,201.4123,0.087826
2024-05-28,200.679,-0.364084
2024-05-29,201.9521,0.634429
2024-05-30,202.9902,0.514036
2024-05-31,203.6964,0.347899
2024-06-03,205.7538,1.01
2024-06-04,206.5172,0.37104
2024-06-05,209.0042,1.204259
2024-06-06,210.7279,0.824732
2024-06-07,213.1546,1.151566
2024-06-10,214.0107,0.401658
2024-06-11,214.7547,0.347643
2024-06-12,213.9762,-0.362521
2024-06-13,215.8047,0.854537
2024-06-14,217.8856,0.964261
2024-06-17,220.5856,1.239166
2024-06-18,221.2168,0.28613
2024-06-19,222.659,0.651948
2024-06-20,221.8943,-0.343411
2024-06-21,222.8609,0.435592
2024-06-24,223.7741,0.409752
2024-06-25,225.3488,0.703707
2024-06-26,224.2874,-0.471014
2024-06-27,223.0467,-0.553139
2024-06-28,221.7032,-0.60236
2024-07-01,220.7898,-0.412008
2024-07-02,221.9961,0.546387
2024-07-03,223.5614,0.705091
2024-07-04,225.0477,0.664816
2024-07-05,224.1141,-0.414817
2024-07-08,225.2224,0.494526
2024-07-09,226.5475,0.588314
2024-07-10,227.8014,0.553502
2024-07-11,228.2872,0.213252
2024-07-12,228.4216,0.058888
2024-07-15,229.0141,0.259397
2024-07-16,230.431,0.61869
2024-07-17,231.1603,0.316471
2024-07-18,232.7871,0.703748
2024-07-19,232.4041,-0.164534
2024-07-22,234.0004,0.686885
2024-07-23,233.1169,-0.377581
2024-07-24,234.0024,0.379882
2024-07-25,235.4839,0.63308
2024-07-26,236.5499,0.452693
2024-07-29,237.8004,0.528638
2024-07-30,238.7176,0.385722
2024-07-31,239.8385,0.469555
2024-08-01,241.6715,0.764253
2024-08-02,243.2234,0.642148
2024-08-05,243.8132,0.242498
2024-08-06,244.1226,0.126897
2024-08-07,245.4886,0.559557
2024-08-08,246.7,0.493477
2024-08-09,247.5631,0.349835
2024-08-12,247.6811,0.047663
2024-08-13,248.6879,0.406491
2024-08-14,249.2316,0.218653
2024-08-15,250.1346,0.362285
2024-08-16,251.6773,0.616757
2024-08-19,252.6256,0.376802
2024-08-20,253.4851,0.340207
2024-08-21,253.6184,0.052591
2024-08-22,255.7112,0.825179
2024-08-23,255.4386,-0.10661
2024-08-26,257.5843,0.840014
2024-08-27,257.231,-0.137149
2024-08-28,258.4521,0.474699
2024-08-29,258.7234,0.104987
2024-08-30,259.8411,0.431983
2024-09-02,261.4382,0.614655
2024-09-03,262.5364,0.420053
2024-09-04,262.1597,-0.143486
2024-09-05,262.3933,0.08911
2024-09-06,261.5206,-0.332593
2024-09-09,262.6493,0.431605
2024-09-10,264.5293,0.715787
2024-09-11,265.466,0.354114
2024-09-12,263.9345,-0.57694
2024-09-13,262.827,-0.419591
2024-09-16,261.5637,-0.480669
2024-09-17,264.4681,1.110387
2024-09-18,266.4217,0.738721
2024-09-19,269.1847,1.037047
2024-09-20,270.3164,0.420433
2024-09-23,272.6347,0.857629
2024-09-24,275.3126,0.982209
2024-09-25,275.4894,0.06424
2024-09-26,274.2812,-0.438571
2024-09-27,275.7352,0.530127
2024-09-30,277.3543,0.587193
2024-10-01,278.1571,0.289439
2024-10-02,279.2966,0.40965
2024-10-03,279.8526,0.199069
2024-10-04,280.9906,0.406657
2024-10-07,281.8064,0.290335
2024-10-08,282.9324,0.399551
2024-10-09,282.7339,-0.070147
2024-10-10,283.4538,0.25463
2024-10-11,284.1756,0.254627
2024-10-14,285.6217,0.508879
2024-10-15,287.084,0.511978
2024-10-16,287.7859,0.244482
2024-10-17,289.397,0.559827
2024-10-18,289.5774,0.062329
2024-10-21,289.7275,0.051829
2024-10-22,288.815,-0.314926
2024-10-23,290.3445,0.529571
2024-10-24,291.7233,0.474894
2024-10-25,293.1101,0.475376
2024-10-28,294.6242,0.516566
2024-10-29,294.8242,0.06788
2024-10-30,296.03,0.408972
2024-10-31,296.2976,0.090419
2024-11-01,297.0361,0.249239
2024-11-04,298.62,0.533227
2024-11-05,299.1181,0.166805
2024-11-06,300.6513,0.512574
2024-11-07,299.4439,-0.401598
2024-11-08,300.9483,0.502403
2024-11-11,300.4311,-0.171876
2024-11-12,299.2158,-0.404519
2024-11-13,300.9459,0.578224
2024-11-14,302.0483,0.366309
2024-11-15,300.9847,-0.352119
2024-11-18,302.2291,0.413425
2024-11-19,304.363,0.706064
2024-11-20,304.6725,0.101688
2024-11-21,305.9887,0.432003
2024-11-22,306.6061,0.201772
2024-11-25,307.87,0.412225
2024-11-26,309.4394,0.509754
2024-11-27,310.5386,0.355213
2024-11-28,311.1057,0.182617
2024-11-29,312.9496,0.592699
2024-12-02,313.1608,0.06749
2024-12-03,312.4142,-0.238399
2024-12-04,314.4257,0.643854
2024-12-05,316.2664,0.585416
2024-12-06,317.6602,0.440709
2024-12-09,318.2866,0.197184
2024-12-10,318.9103,0.195969
2024-12-11,320.2215,0.411152
2024-12-12,320.3304,0.034008
2024-12-13,322.0072,0.523453
2024-12-16,322.7535,0.231756
2024-12-17,321.5365,-0.377058
2024-12-18,321.0963,-0.136921
2024-12-19,321.8328,0.229394
2024-12-20,322.7122,0.273242
2024-12-23,323.8804,0.361998
2024-12-24,324.576,0.21477
2024-12-25,324.0395,-0.165291
2024-12-26,325.4385,0.431719
2024-12-27,327.1606,0.529162
2024-12-30,328.0625,0.275672
2024-12-31,328.7535,0.210646
2025-01-01,330.353,0.486531
2025-01-02,331.6687,0.398263
2025-01-03,333.1335,0.441644
2025-01-06,334.1491,0.304856
2025-01-07,335.5638,0.423393
2025-01-08,335.9432,0.11307
2025-01-09,337.1341,0.354498
2025-01-10,338.2081,0.318564
2025-01-13,338.9202,0.210528
2025-01-14,340.2447,0.390814
2025-01-15,341.184,0.276072
2025-01-16,342.7887,0.470323
2025-01-17,343.5974,0.235908
2025-01-20,343.3334,-0.076823
2025-01-21,342.836,-0.144877
2025-01-22,343.6718,0.243804
2025-01-23,344.3328,0.192338
2025-01-24,345.9577,0.471899
2025-01-27,346.3393,0.110283
2025-01-28,345.5105,-0.239297
2025-01-29,346.366,0.247593
2025-01-30,347.3323,0.278993
2025-01-31,348.1171,0.22595
2025-02-03,349.2861,0.335794
2025-02-04,349.0148,-0.077656
2025-02-05,349.2066,0.054941
2025-02-06,348.8328,-0.107045
2025-02-07,350.7022,0.535901
2025-02-10,352.7926,0.596062
2025-02-11,353.5044,0.201769
2025-02-12,355.2893,0.504922
2025-02-13,357.3393,0.576988
2025-02-14,359.552,0.619212
2025-02-17,360.2176,0.185115
2025-02-18,359.6875,-0.147147
2025-02-19,362.2083,0.700821
2025-02-20,361.6004,-0.167834
2025-02-21,362.383,0.216429
2025-02-24,362.5029,0.033102
2025-02-25,363.2969,0.219024
2025-02-26,364.1678,0.239731
2025-02-27,365.8446,0.460435
2025-02-28,367.5072,0.454465
2025-03-03,373.3417,1.587595
2025-03-04,375.9476,0.697986
2025-03-05,379.6067,0.973301
2025-03-06,382.0192,0.63552
2025-03-07,387.1104,1.332703
2025-03-10,384.1788,-0.757295
2025-03-11,380.1057,-1.060203
2025-03-12,383.2501,0.827244
2025-03-13,384.2076,0.249834
2025-03-14,381.5399,-0.694351
2025-03-17,380.4072,-0.296873
2025-03-18,385.8976,1.443296
2025-03-19,381.6351,-1.10457
2025-03-20,379.3024,-0.611235
2025-03-21,381.4177,0.557691
2025-03-24,386.2643,1.270678
2025-03-25,392.1295,1.518436
2025-03-26,394.8308,0.688886
2025-03-27,392.0553,-0.702965
2025-03-28,396.5444,1.145005
2025-03-31,400.8769,1.092568
2025-04-01,401.173,0.07387
2025-04-02,404.3394,0.789288
2025-04-03,401.9554,-0.589594
2025-04-04,402.3769,0.104854
2025-04-07,400.5182,-0.461923
2025-04-08,405.1286,1.151101
2025-04-09,409.0169,0.959772
2025-04-10,412.6133,0.879284
2025-04-11,411.1674,-0.350427
2025-04-14,415.8422,1.136956
2025-04-15,418.6298,0.670347
2025-04-16,423.7395,1.220578
2025-04-17,428.3722,1.093292
2025-04-18,432.438,0.949111
2025-04-21,432.971,0.123267
2025-04-22,432.5188,-0.104432
2025-04-23,436.3258,0.880175
2025-04-24,440.3846,0.930222
2025-04-25,440.776,0.088891
2025-04-28,439.3803,-0.316647
2025-04-29,437.1162,-0.515296
2025-04-30,434.791,-0.531933
2025-05-01,436.5308,0.400133
2025-05-02,436.009,-0.119536
2025-05-05,438.3318,0.532756
2025-05-06,440.1778,0.421132
2025-05-07,441.6165,0.326836
2025-05-08,444.5459,0.663352
2025-05-09,446.645,0.472172
2025-05-12,449.785,0.70304
2025-05-13,452.1134,0.51765
2025-05-14,453.0241,0.20144
2025-05-15,454.8351,0.399766
2025-05-16,455.7093,0.19219
2025-05-19,456.0609,0.077163
2025-05-20,458.2062,0.470393
2025-05-21,461.1529,0.643092
2025-05-22,462.276,0.243541
2025-05-23,463.4672,0.257686
2025-05-26,465.6266,0.465921
2025-05-27,468.2678,0.567248
2025-05-28,466.6455,-0.346464
2025-05-29,466.9018,0.054923
2025-05-30,469.4004,0.535155
2025-06-02,473.4238,0.857132
2025-06-03,477.1666,0.790592
2025-06-04,478.08,0.191402
2025-06-05,477.2858,-0.166117
2025-06-06,479.2393,0.409289
2025-06-09,481.5415,0.480393
2025-06-10,483.423,0.39072
2025-06-11,483.9579,0.110665
2025-06-12,483.5,-0.094618
2025-06-13,484.5818,0.223744
2025-06-16,482.8071,-0.366232
2025-06-17,483.7711,0.199665
2025-06-18,485.6665,0.391779
2025-06-19,488.8813,0.661952
2025-06-20,490.1345,0.256327
2025-06-23,490.5373,0.082182
2025-06-24,494.2541,0.757706
2025-06-25,498.3957,0.837949
2025-06-26,501.3631,0.59539
2025-06-27,501.8288,0.092893
2025-06-30,501.2727,-0.110818
2025-07-01,500.4534,-0.163448
2025-07-02,501.7083,0.250761
2025-07-03,503.6505,0.38711
2025-07-04,505.7475,0.416358
2025-07-07,508.2667,0.498109
2025-07-08,508.6878,0.082851
2025-07-09,510.0718,0.272089
2025-07-10,512.6844,0.512189
2025-07-11,513.9041,0.237905
2025-07-14,516.1961,0.446003
2025-07-15,515.6594,-0.103974
2025-07-16,517.7951,0.41416
2025-07-17,519.6601,0.360195
2025-07-18,521.9316,0.437106
2025-07-21,522.725,0.152011
2025-07-22,525.2883,0.490378
2025-07-23,526.8511,0.297502
2025-07-24,529.6945,0.539706
2025-07-25,527.9034,-0.338133
2025-07-28,530.6597,0.522115
2025-07-29,533.6008,0.554243
2025-07-30,535.0946,0.279933
2025-07-31,536.3117,0.227458
2025-08-01,538.3413,0.378437
2025-08-04,539.4545,0.206793
2025-08-05,541.9564,0.463775
2025-08-06,544.3147,0.435151
2025-08-07,543.487,-0.152071
2025-08-08,544.3695,0.162386
2025-08-11,547.1253,0.506225
2025-08-12,549.7852,0.486162
2025-08-13,551.2199,0.260969
2025-08-14,553.0254,0.327539
2025-08-15,554.4565,0.258785
2025-08-18,554.568,0.020097
2025-08-19,556.5555,0.358393
2025-08-20,556.6549,0.017853
2025-08-21,558.9026,0.4038
2025-08-22,560.4499,0.276838
2025-08-25,562.3557,0.340045
2025-08-26,563.4255,0.190248
2025-08-27,566.3546,0.519857
2025-08-28,568.0537,0.300023
2025-08-29,567.4714,-0.102521
2025-09-01,564.6215,-0.502212
2025-09-02,566.1363,0.268299
2025-09-03,567.8571,0.30394
2025-09-04,571.3998,0.623873
2025-09-05,574.2619,0.500895
2025-09-08,577.4999,0.56385
2025-09-09,582.5588,0.876012
2025-09-10,584.483,0.330305
2025-09-11,586.1141,0.279058
2025-09-12,587.6835,0.267767
2025-09-15,586.8386,-0.143769
2025-09-16,587.0658,0.038718
2025-09-17,592.2152,0.877137
2025-09-18,588.9744,-0.547235
2025-09-19,590.5312,0.264321
2025-09-22,595.3018,0.807851
2025-09-23,598.7118,0.572817
2025-09-24,600.594,0.314381
2025-09-25,602.6147,0.336457
2025-09-26,605.0435,0.403042
2025-09-29,610.0708,0.830897
2025-09-30,614.685,0.756334
2025-10-01,618.5468,0.628257
2025-10-02,622.383,0.6202
2025-10-03,628.4383,0.972925
2025-10-06,625.9442,-0.396882
2025-10-07,630.6723,0.755359
2025-10-08,635.6677,0.792075
2025-10-09,641.6707,0.944364
2025-10-10,644.1609,0.38808
2025-10-13,648.289,0.640854
2025-10-14,654.4227,0.946135
2025-10-15,652.1303,-0.3503
2025-10-16,658.5173,0.97941
2025-10-17,664.4126,0.895231
2025-10-20,660.6438,-0.567238
2025-10-21,658.0863,-0.387124
2025-10-22,655.7489,-0.355177
2025-10-23,657.2557,0.22978
2025-10-24,654.2972,-0.450126
2025-10-27,657.6676,0.515117
2025-10-28,657.1743,-0.075007
2025-10-29,655.455,-0.261614
2025-10-30,661.5197,0.92526
2025-10-31,666.1956,0.706841
2025-11-03,673.9693,1.166877
2025-11-04,669.7456,-0.62668
2025-11-05,674.3392,0.685869
2025-11-06,679.9776,0.836129
2025-11-07,681.8539,0.275942
2025-11-10,680.5289,-0.194329
2025-11-11,683.4794,0.433564
2025-11-12,686.9568,0.508778
2025-11-13,693.0456,0.886341
2025-11-14,693.5787,0.07693
2025-11-17,698.6099,0.7254
2025-11-18,694.5262,-0.584552
2025-11-19,701.7221,1.036085
2025-11-20,697.9583,-0.536364
2025-11-21,704.2435,0.900513
2025-11-24,704.6405,0.056372
2025-11-25,709.4418,0.681387
2025-11-26,709.8731,0.060789
2025-11-27,712.6844,0.396036
2025-11-28,720.757,1.132698
2025-12-01,717.241,-0.487817
2025-12-02,714.1195,-0.435217
2025-12-03,716.7983,0.375127
2025-12-04,718.8533,0.286691
2025-12-05,727.2655,1.170219
2025-12-08,728.4743,0.166209
2025-12-09,729.0164,0.074424
2025-12-10,726.0612,-0.405371
2025-12-11,732.1021,0.832011
2025-12-12,735.2983,0.436578
2025-12-15,743.9508,1.176731
2025-12-16,742.4258,-0.204986
2025-12-17,750.2642,1.055776
2025-12-18,753.1304,0.382026
2025-12-19,754.0759,0.125554
2025-12-22,757.9565,0.514604
2025-12-23,764.9373,0.921003
2025-12-24,763.9958,-0.123079
2025-12-25,764.3623,0.047973
2025-12-26,763.4167,-0.123707
2025-12-29,771.2115,1.02104
2025-12-30,773.5183,0.299113
2025-12-31,775.6787,0.279293
2026-01-01,780.5897,0.633127
2026-01-02,779.2858,-0.167048
2026-01-05,782.7597,0.445781
2026-01-06,791.2486,1.084484
2026-01-07,790.594,-0.082722
2026-01-08,796.6238,0.762688
2026-01-09,793.5245,-0.389053
2026-01-12,800.9598,0.936996
2026-01-13,796.9615,-0.499186
2026-01-14,802.9759,0.754665
2026-01-15,811.47,1.057822
2026-01-16,812.117,0.079732
2026-01-19,810.6349,-0.182495
2026-01-20,811.0207,0.047599
2026-01-21,809.2769,-0.215017
2026-01-22,814.8581,0.689651
2026-01-23,822.2954,0.912705
2026-01-26,828.0386,0.698437
2026-01-27,824.2208,-0.461057
2026-01-28,826.5955,0.288112
2026-01-29,832.1665,0.673969
2026-01-30,840.2151,0.96719
2026-02-02,844.958,0.564479
2026-02-03,843.8799,-0.127592
2026-02-04,850.2555,0.755516
2026-02-05,854.6788,0.52023
2026-02-06,861.7422,0.826439
2026-02-09,866.5071,0.552936
2026-02-10,869.7914,0.379024
2026-02-11,875.7796,0.688462
2026-02-12,876.2666,0.055609
2026-02-13,878.1016,0.209414
2026-02-16,885.7521,0.871253
2026-02-17,883.3724,-0.268663
2026-02-18,887.1269,0.425022
2026-02-19,889.7215,0.292476
2026-02-20,896.9772,0.815492
2026-02-23,897.9182,0.104916
2026-02-24,894.8553,-0.341109
2026-02-25,900.9999,0.686648
2026-02-26,901.9315,0.103403
2026-02-27,899.5343,-0.265782
2026-03-02,901.5763,0.227007
2026-03-03,900.2517,-0.146922
2026-03-04,904.4363,0.464821
2026-03-05,907.5145,0.340349
2026-03-06,909.1419,0.179325
2026-03-09,911.1974,0.226088
2026-03-10,915.6447,0.488076
2026-03-11,918.8283,0.347688
2026-03-12,923.0284,0.457114
2026-03-13,926.3261,0.357273
2026-03-16,928.9653,0.284904
2026-03-17,932.1892,0.347048
2026-03-18,934.6249,0.261283
2026-03-19,937.8034,0.340086
2026-03-20,937.1402,-0.070715
2026-03-23,940.0375,0.309155
2026-03-24,943.5027,0.368629
2026-03-25,948.6878,0.549555
2026-03-26,953.1665,0.472095
2026-03-27,957.162,0.419178
2026-03-30,955.3983,-0.184258
2026-03-31,957.8242,0.253912
2026-04-01,960.0745,0.234942
2026-04-02,968.1119,0.83716
2026-04-03,973.12,0.517305
2026-04-06,980.5135,0.759781
2026-04-07,984.7397,0.431019
2026-04-08,990.9294,0.628559
2026-04-09,988.0042,-0.2952
2026-04-10,987.0003,-0.101611
2026-04-13,989.7491,0.278502
2026-04-14,992.3298,0.260745
2026-04-15,999.0213,0.674318
2026-04-16,994.411,-0.461477
2026-04-17,997.8077,0.341577
2026-04-20,994.5485,-0.326636
2026-04-21,993.2689,-0.128658
2026-04-22,990.8681,-0.241706
2026-04-23,998.4445,0.764615
2026-04-24,1007.7069,0.927687
2026-04-27,1004.5105,-0.31719
2026-04-28,1001.3516,-0.314472
2026-04-29,1009.837,0.847389
2026-04-30,1016.1557,0.625714
2026-05-01,1019.6228,0.341196
2026-05-04,1022.4882,0.281027
2026-05-05,1024.6743,0.213803
2026-05-06,1033.4411,0.855571
2026-05-07,1034.6777,0.119655
2026-05-08,1032.4332,-0.216928
2026-05-11,1030.8473,-0.153601
2026-05-12,1033.1613,0.224475
2026-05-13,1042.1279,0.867878
2026-05-14,1038.032,-0.393035
2026-05-15,1041.2453,0.309555
2026-05-18,1040.3323,-0.087676
2026-05-19,1048.0101,0.738008
2026-05-20,1051.5208,0.334987
2026-05-21,1056.2689,0.451544
2026-05-22,1056.6497,0.03606
2026-05-25,1063.0075,0.601689
2026-05-26,1071.112,0.762412
2026-05-27,1070.281,-0.07758
2026-05-28,1071.488,0.112772
2026-05-29,1075.296,0.35539
2026-06-01,1076.1473,0.079172
2026-06-02,1079.1756,0.281404
2026-06-03,1079.8532,0.062788
2026-06-04,1083.5738,0.344549
2026-06-05,1089.2709,0.525767
2026-06-08,1095.63,0.583798
2026-06-09,1094.0953,-0.14008
2026-06-10,1096.1332,0.186261
2026-06-11,1098.4488,0.211258
2026-06-12,1104.8322,0.58113
2026-06-15,1111.858,0.635914
2026-06-16,1117.7589,0.530724
2026-06-17,1123.6737,0.529161
2026-06-18,1130.9954,0.651586
2026-06-19,1137.4808,0.573428
2026-06-22,1142.3742,0.430194
2026-06-23,1149.7497,0.645629
2026-06-24,1157.718,0.693048
2026-06-25,1160.017,0.198578
2026-06-26,1163.6261,0.311129
2026-06-29,1168.4341,0.413192
2026-06-30,1167.7714,-0.056718
2026-07-01,1166.6079,-0.099639
2026-07-02,1167.4139,0.069095
2026-07-03,1169.0794,0.142666
2026-07-06,1177.8408,0.749421
2026-07-07,1182.5913,0.403329
2026-07-08,1188.6263,0.510316
2026-07-09,1194.6389,0.505848
2026-07-10,1201.1517,0.545165
2026-07-13,1205.1339,0.331533
2026-07-14,1214.6039,0.785803
2026-07-15,1216.0891,0.122281
2026-07-16,1212.0471,-0.332374
2026-07-17,1215.836,0.312596
2026-07-20,1220.9215,0.418272
2026-07-21,1216.2638,-0.381485
2026-07-22,1217.3602,0.090141
2026-07-23,1226.8724,0.781382
2026-07-24,1228.2862,0.115238
2026-07-27,1233.3808,0.414771
2026-07-28,1234.0864,0.057206
2026-07-29,1246.574,1.011892
2026-07-30,1257.2547,0.856804
2026-07-31,1260.9596,0.29468
2026-08-03,1308.2039,3.746697
2026-08-04,1312.1689,0.303085
2026-08-05,1355.1533,3.275827
