id,reference,tradingDayId,tradeDate,pair,direction,strategy,risk,lotSize,entryPrice,exitPrice,returnPct,pips,outcome,status,openTime,closeTime,isPublic,datasetVersion
94d8d4d5-a12f-429b-88cb-e8d446fc7aec,TRD-H000025,e1c23c3c-f673-4543-55cd-e82c5252be12,2022-09-15,EUR/USD,SELL,Volatility Spike,LOW,0.12,1.00071,0.99744,1.025327,32.7,WIN,CLOSED,2022-09-15T11:05:00.000Z,2022-09-15T16:03:00.000Z,true,wealthora-historical-trades-v1
b1b95a4d-bdc4-4e50-b0d8-0ec754f09a5b,TRD-H000026,74f6b74b-aa13-8b78-8be9-49333bc8256a,2022-09-16,GBP/USD,BUY,AI Momentum,LOW,1.95,1.1368,1.14512,0.487459,83.2,WIN,CLOSED,2022-09-16T14:50:00.000Z,2022-09-16T17:52:00.000Z,true,wealthora-historical-trades-v1
347b4ddf-9456-42ed-a0c4-6a677e80b14e,TRD-H000027,74f6b74b-aa13-8b78-8be9-49333bc8256a,2022-09-16,USD/JPY,SELL,AI Momentum,MEDIUM,1.19,143.528,142.999,1.016109,52.9,WIN,CLOSED,2022-09-16T11:41:00.000Z,2022-09-16T14:18:00.000Z,true,wealthora-historical-trades-v1
e49fe3f6-6b21-457b-ba65-fa6417e706de,TRD-H000028,4493b4b4-74c7-1e54-d739-2cf89e11f03b,2022-09-19,USD/CHF,SELL,AI Momentum,HIGH,1.24,0.96793,0.96379,0.271667,41.4,WIN,CLOSED,2022-09-19T14:27:00.000Z,2022-09-19T17:57:00.000Z,true,wealthora-historical-trades-v1
c04636f0-5965-4c94-8a0b-d4f7e967a271,TRD-H000029,4493b4b4-74c7-1e54-d739-2cf89e11f03b,2022-09-19,AUD/USD,BUY,AI Momentum,LOW,1.2,0.67148,0.66799,-0.232583,34.9,LOSS,CLOSED,2022-09-19T07:27:00.000Z,2022-09-19T08:48:00.000Z,true,wealthora-historical-trades-v1
c19d50bf-5c75-47a4-b8c0-280bdebe642b,TRD-H000030,4493b4b4-74c7-1e54-d739-2cf89e11f03b,2022-09-19,NZD/USD,SELL,Carry Overlay,HIGH,2.15,0.59882,0.59477,1.003267,40.5,WIN,CLOSED,2022-09-19T12:57:00.000Z,2022-09-19T14:49:00.000Z,true,wealthora-historical-trades-v1
78633916-ff2e-47cb-8eb7-44b000b40ac0,TRD-H000031,57ebf567-047d-b1f7-3b27-c5a82dc512fe,2022-09-20,USD/CAD,BUY,AI Momentum,MEDIUM,2.1,1.32628,1.33242,0.087302,61.4,WIN,CLOSED,2022-09-20T10:24:00.000Z,2022-09-20T14:27:00.000Z,true,wealthora-historical-trades-v1
e03e7f7c-a013-407c-9418-13faef549496,TRD-H000032,57ebf567-047d-b1f7-3b27-c5a82dc512fe,2022-09-20,EUR/JPY,SELL,AI Momentum,HIGH,0.36,143.192,143.842,-0.207886,65,LOSS,CLOSED,2022-09-20T12:15:00.000Z,2022-09-20T14:26:00.000Z,true,wealthora-historical-trades-v1
e3029b05-3833-47c3-8318-6fe1353657da,TRD-H000033,e357d08b-5b9c-43da-45d9-50a00d1c089c,2022-09-21,GBP/JPY,SELL,Session Breakout,HIGH,0.78,163.623,162.758,0.296501,86.5,WIN,CLOSED,2022-09-21T12:37:00.000Z,2022-09-21T15:03:00.000Z,true,wealthora-historical-trades-v1
9c68828a-e61a-408d-8a4b-129cc4ff6fbe,TRD-H000034,e357d08b-5b9c-43da-45d9-50a00d1c089c,2022-09-21,EUR/GBP,SELL,Session Breakout,MEDIUM,1.64,0.87514,0.87176,0.333961,33.8,WIN,CLOSED,2022-09-21T07:10:00.000Z,2022-09-21T09:03:00.000Z,true,wealthora-historical-trades-v1
e98dc392-97c7-4e1f-838e-8c80343de997,TRD-H000035,e357d08b-5b9c-43da-45d9-50a00d1c089c,2022-09-21,AUD/JPY,SELL,Volatility Spike,HIGH,1.12,96.081,95.67,0.88233,41.1,WIN,CLOSED,2022-09-21T10:08:00.000Z,2022-09-21T13:45:00.000Z,true,wealthora-historical-trades-v1
210bb094-cee5-4687-b851-4044821508b8,TRD-H000036,dc61c19d-3efc-6c6b-964f-30390539689c,2022-09-22,XAU/USD,SELL,Session Breakout,HIGH,0.6,1669.34,1686.55,-0.298383,172.1,LOSS,CLOSED,2022-09-22T13:28:00.000Z,2022-09-22T16:06:00.000Z,true,wealthora-historical-trades-v1
73575a79-fec0-4043-91c9-f3e176d8d9d6,TRD-H000037,d9a5de7d-78d6-2f1d-2a06-5f1f0da2118d,2022-09-23,EUR/USD,SELL,Mean Reversion,MEDIUM,0.77,0.97455,0.98181,-0.500086,72.6,LOSS,CLOSED,2022-09-23T07:38:00.000Z,2022-09-23T10:20:00.000Z,true,wealthora-historical-trades-v1
9abaa097-6ade-4c3c-afb9-0920cb02d5fa,TRD-H000038,d9a5de7d-78d6-2f1d-2a06-5f1f0da2118d,2022-09-23,GBP/USD,BUY,AI Momentum,HIGH,0.9,1.09586,1.11685,2.218643,209.9,WIN,CLOSED,2022-09-23T09:28:00.000Z,2022-09-23T10:06:00.000Z,true,wealthora-historical-trades-v1
fc1440be-bbcc-4cb8-b36a-3147f371e128,TRD-H000039,57291c4a-1fcf-d3af-bba1-cefa4adbf3fd,2022-09-26,USD/JPY,BUY,AI Momentum,HIGH,1.51,144.193,143.731,-0.159545,46.2,LOSS,CLOSED,2022-09-26T13:57:00.000Z,2022-09-26T17:00:00.000Z,true,wealthora-historical-trades-v1
d47e9013-7f11-44ab-ae8f-e7eeb3a7d52a,TRD-H000040,b825657c-5e1e-c280-8210-a6e45344feb0,2022-09-27,USD/CHF,SELL,Session Breakout,LOW,1.62,0.99098,0.98599,0.177301,49.9,WIN,CLOSED,2022-09-27T09:38:00.000Z,2022-09-27T11:21:00.000Z,true,wealthora-historical-trades-v1
fbbc815b-16a1-479a-8bd6-d0d3f631acf6,TRD-H000041,b825657c-5e1e-c280-8210-a6e45344feb0,2022-09-27,AUD/USD,SELL,Mean Reversion,MEDIUM,1.8,0.64998,0.64619,0.18464,37.9,WIN,CLOSED,2022-09-27T08:15:00.000Z,2022-09-27T08:51:00.000Z,true,wealthora-historical-trades-v1
b818dad7-3a57-47ac-bc2f-bbbfbf93a042,TRD-H000042,b825657c-5e1e-c280-8210-a6e45344feb0,2022-09-27,NZD/USD,SELL,Mean Reversion,LOW,1.69,0.57077,0.56569,0.33652,50.8,WIN,CLOSED,2022-09-27T08:57:00.000Z,2022-09-27T12:40:00.000Z,true,wealthora-historical-trades-v1
44fdf90b-e8d5-46bd-bc4e-7e679b8ca4bb,TRD-H000043,6ae480be-3cae-c9a4-33b5-9fac56ceb2ab,2022-09-28,USD/CAD,BUY,AI Momentum,HIGH,1.08,1.37891,1.36922,-0.10037,96.9,LOSS,CLOSED,2022-09-28T10:03:00.000Z,2022-09-28T12:38:00.000Z,true,wealthora-historical-trades-v1
a247f97f-bcf7-480e-abb8-ee257e38efcf,TRD-H000044,0cf07dd1-77c5-7b60-27e8-dbc5a9a2655b,2022-09-29,EUR/JPY,BUY,AI Momentum,MEDIUM,0.2,139.845,141.039,0.152139,119.4,WIN,CLOSED,2022-09-29T12:03:00.000Z,2022-09-29T14:37:00.000Z,true,wealthora-historical-trades-v1
0b2cc24b-34db-45fa-8848-0cfd96b3a94b,TRD-H000045,0cf07dd1-77c5-7b60-27e8-dbc5a9a2655b,2022-09-29,GBP/JPY,SELL,AI Momentum,MEDIUM,1.39,156.298,158.888,-0.121902,259,LOSS,CLOSED,2022-09-29T12:47:00.000Z,2022-09-29T16:51:00.000Z,true,wealthora-historical-trades-v1
bdce56bd-9df1-4054-9b8f-26632c7f1f0b,TRD-H000046,0cf07dd1-77c5-7b60-27e8-dbc5a9a2655b,2022-09-29,EUR/GBP,BUY,AI Momentum,LOW,1.56,0.89605,0.88695,-0.311572,91,LOSS,CLOSED,2022-09-29T10:38:00.000Z,2022-09-29T13:23:00.000Z,true,wealthora-historical-trades-v1
41dc7114-0581-4dc6-9d2b-855b94762c7b,TRD-H000047,fd58b285-fbfa-850d-ea47-10b96506847b,2022-09-30,AUD/JPY,BUY,AI Momentum,LOW,1.02,93.214,94.052,0.92683,83.8,WIN,CLOSED,2022-09-30T07:51:00.000Z,2022-09-30T10:31:00.000Z,true,wealthora-historical-trades-v1
d3dd267a-ee4c-4bbc-a267-757b2054b56f,TRD-H000048,3b81fec0-e111-26e8-6591-6a9cf69db5fc,2022-10-03,XAU/USD,BUY,AI Momentum,HIGH,1.33,1677.04,1704.69,1.300019,276.5,WIN,CLOSED,2022-10-03T11:50:00.000Z,2022-10-03T15:24:00.000Z,true,wealthora-historical-trades-v1
b5ec4240-2752-4ae9-b023-1979a9042b14,TRD-H000049,2300f40c-1a8a-08ad-6c77-400dd1d232f5,2022-10-04,EUR/USD,SELL,Carry Overlay,HIGH,0.68,0.98414,0.99316,-0.247938,90.2,LOSS,CLOSED,2022-10-04T11:19:00.000Z,2022-10-04T12:40:00.000Z,true,wealthora-historical-trades-v1
5a1c34be-c04f-431c-99d9-6490b15bef11,TRD-H000050,2300f40c-1a8a-08ad-6c77-400dd1d232f5,2022-10-04,GBP/USD,SELL,Mean Reversion,MEDIUM,1.95,1.14247,1.13281,1.065469,96.6,WIN,CLOSED,2022-10-04T08:52:00.000Z,2022-10-04T12:40:00.000Z,true,wealthora-historical-trades-v1
9a515ea8-561d-4b7c-b9e7-f8fbeb31711e,TRD-H000051,68ea0594-d768-5f10-7363-3b1c2d993b3f,2022-10-05,USD/JPY,SELL,AI Momentum,MEDIUM,1.74,144.548,143.711,0.592529,83.7,WIN,CLOSED,2022-10-05T07:38:00.000Z,2022-10-05T09:58:00.000Z,true,wealthora-historical-trades-v1
d74ce4ba-62e5-49e8-a90c-d1d099f04da2,TRD-H000052,c4892609-c839-beb5-4fd0-d6118761ca9d,2022-10-06,USD/CHF,BUY,Volatility Spike,LOW,0.86,0.98166,0.98824,0.346479,65.8,WIN,CLOSED,2022-10-06T14:21:00.000Z,2022-10-06T15:20:00.000Z,true,wealthora-historical-trades-v1
86b8b1dd-3dbf-4e54-a0e0-b0e53ae29c9b,TRD-H000053,c4892609-c839-beb5-4fd0-d6118761ca9d,2022-10-06,AUD/USD,SELL,Session Breakout,LOW,2.31,0.65066,0.64334,0.709255,73.2,WIN,CLOSED,2022-10-06T07:12:00.000Z,2022-10-06T09:43:00.000Z,true,wealthora-historical-trades-v1
8d99c849-412e-4458-bd3c-1d0bca42c0e2,TRD-H000054,87c3f664-8435-8e3b-5c6e-b30763f95923,2022-10-07,NZD/USD,SELL,AI Momentum,MEDIUM,1.83,0.56293,0.56564,-0.389409,27.1,LOSS,CLOSED,2022-10-07T12:44:00.000Z,2022-10-07T14:28:00.000Z,true,wealthora-historical-trades-v1
b30f1847-49b3-4311-b684-6001ce456d44,TRD-H000055,87c3f664-8435-8e3b-5c6e-b30763f95923,2022-10-07,USD/CAD,SELL,Mean Reversion,LOW,2.2,1.37406,1.36871,1.674234,53.5,WIN,CLOSED,2022-10-07T10:23:00.000Z,2022-10-07T14:34:00.000Z,true,wealthora-historical-trades-v1
5442a8ab-b230-4996-ad94-d351848ac50a,TRD-H000056,6bbe2556-6e7f-1939-f5c2-778331837d93,2022-10-10,EUR/JPY,BUY,Carry Overlay,LOW,0.26,141.147,141.535,0.212525,38.8,WIN,CLOSED,2022-10-10T12:24:00.000Z,2022-10-10T14:24:00.000Z,true,wealthora-historical-trades-v1
cd5b6648-4ee3-42a3-b5f7-6fcc73d6cd19,TRD-H000057,6bbe2556-6e7f-1939-f5c2-778331837d93,2022-10-10,GBP/JPY,BUY,Carry Overlay,LOW,1.06,160.608,161.357,0.151843,74.9,WIN,CLOSED,2022-10-10T09:39:00.000Z,2022-10-10T14:36:00.000Z,true,wealthora-historical-trades-v1
1b1b161a-9e8e-42d2-a0c2-98225c7c1ea0,TRD-H000058,6bbe2556-6e7f-1939-f5c2-778331837d93,2022-10-10,EUR/GBP,BUY,Carry Overlay,LOW,1.89,0.87999,0.87793,-0.16285,20.6,LOSS,CLOSED,2022-10-10T10:40:00.000Z,2022-10-10T13:04:00.000Z,true,wealthora-historical-trades-v1
a12624a5-4ebc-4d78-b330-41edd44a2ca1,TRD-H000059,6bbe2556-6e7f-1939-f5c2-778331837d93,2022-10-10,AUD/JPY,SELL,Session Breakout,MEDIUM,1.27,92.462,91.848,0.571499,61.4,WIN,CLOSED,2022-10-10T11:51:00.000Z,2022-10-10T14:14:00.000Z,true,wealthora-historical-trades-v1
285073a8-d197-4bf5-afaa-a73f7e4e4430,TRD-H000060,026d203a-a92f-e9ce-fcaa-6fcfd35eaed5,2022-10-11,XAU/USD,SELL,Volatility Spike,HIGH,0.56,1687.02,1670.36,0.116732,166.6,WIN,CLOSED,2022-10-11T10:54:00.000Z,2022-10-11T12:25:00.000Z,true,wealthora-historical-trades-v1
51657acc-c81a-4904-a7d3-9b1f5c9e399f,TRD-H000061,026d203a-a92f-e9ce-fcaa-6fcfd35eaed5,2022-10-11,EUR/USD,BUY,AI Momentum,LOW,1.11,0.96975,0.97388,0.184291,41.3,WIN,CLOSED,2022-10-11T08:15:00.000Z,2022-10-11T09:49:00.000Z,true,wealthora-historical-trades-v1
04017f4a-f897-46f2-b8e1-2282ff788d47,TRD-H000062,026d203a-a92f-e9ce-fcaa-6fcfd35eaed5,2022-10-11,GBP/USD,BUY,Session Breakout,HIGH,0.82,1.10289,1.11323,0.145533,103.4,WIN,CLOSED,2022-10-11T07:27:00.000Z,2022-10-11T11:24:00.000Z,true,wealthora-historical-trades-v1
83e0cdc8-7eb9-479e-a2be-7b0b501dcd9d,TRD-H000063,026d203a-a92f-e9ce-fcaa-6fcfd35eaed5,2022-10-11,USD/JPY,BUY,Mean Reversion,HIGH,0.71,145.573,145.785,0.059937,21.2,WIN,CLOSED,2022-10-11T11:20:00.000Z,2022-10-11T13:26:00.000Z,true,wealthora-historical-trades-v1
ded55cae-5b99-4042-9061-35f818623bf0,TRD-H000064,8ed73588-ce5e-c745-2d14-6a5f9f809cb9,2022-10-12,USD/CHF,SELL,Session Breakout,LOW,1.23,0.99832,0.99524,0.180681,30.8,WIN,CLOSED,2022-10-12T09:54:00.000Z,2022-10-12T12:36:00.000Z,true,wealthora-historical-trades-v1
7e6dd31b-18c8-40e5-a829-db84cd1d7c80,TRD-H000065,8ed73588-ce5e-c745-2d14-6a5f9f809cb9,2022-10-12,AUD/USD,SELL,AI Momentum,MEDIUM,0.14,0.62801,0.62456,0.287101,34.5,WIN,CLOSED,2022-10-12T14:02:00.000Z,2022-10-12T18:14:00.000Z,true,wealthora-historical-trades-v1
ff7205c4-526f-4dd0-8063-7fab7a9455dc,TRD-H000066,4ac9b3dd-752e-3740-d6fb-74030d1a8507,2022-10-13,NZD/USD,BUY,Volatility Spike,LOW,0.92,0.5546,0.56223,0.284046,76.3,WIN,CLOSED,2022-10-13T07:52:00.000Z,2022-10-13T12:07:00.000Z,true,wealthora-historical-trades-v1
054499ef-3486-4c6a-9260-cc2b33f4827a,TRD-H000067,4ac9b3dd-752e-3740-d6fb-74030d1a8507,2022-10-13,USD/CAD,BUY,Volatility Spike,HIGH,2.13,1.37802,1.39067,0.218468,126.5,WIN,CLOSED,2022-10-13T11:02:00.000Z,2022-10-13T13:14:00.000Z,true,wealthora-historical-trades-v1
fc53f4ab-d2cd-4a57-a5d2-119ad085c078,TRD-H000068,4ac9b3dd-752e-3740-d6fb-74030d1a8507,2022-10-13,EUR/JPY,SELL,Volatility Spike,MEDIUM,1.89,143.489,142.145,0.22484,134.4,WIN,CLOSED,2022-10-13T12:34:00.000Z,2022-10-13T14:19:00.000Z,true,wealthora-historical-trades-v1
19563d72-d364-4579-afbc-ca18551e5442,TRD-H000069,4ac9b3dd-752e-3740-d6fb-74030d1a8507,2022-10-13,GBP/JPY,BUY,Carry Overlay,MEDIUM,0.79,163.455,166.399,0.627707,294.4,WIN,CLOSED,2022-10-13T07:17:00.000Z,2022-10-13T09:33:00.000Z,true,wealthora-historical-trades-v1
d20fa607-4aef-4d07-9a1e-7c6447b1b5ea,TRD-H000070,a5ed28ab-544a-f5d7-0084-ef35ee96172b,2022-10-14,EUR/GBP,SELL,Volatility Spike,MEDIUM,1.3,0.86938,0.86478,0.191515,46,WIN,CLOSED,2022-10-14T11:41:00.000Z,2022-10-14T12:54:00.000Z,true,wealthora-historical-trades-v1
73d1a218-40e3-477d-9a41-cecd5cf818a7,TRD-H000071,a5ed28ab-544a-f5d7-0084-ef35ee96172b,2022-10-14,AUD/JPY,BUY,Session Breakout,LOW,1.69,92.62,93.184,0.256235,56.4,WIN,CLOSED,2022-10-14T14:31:00.000Z,2022-10-14T18:15:00.000Z,true,wealthora-historical-trades-v1
860bd91d-aa0d-470d-b129-6339623d2b21,TRD-H000072,439522eb-5a41-a8f8-9c48-4dd689bf9bce,2022-10-17,XAU/USD,BUY,Session Breakout,HIGH,0.32,1656.16,1667.24,0.300064,110.8,WIN,CLOSED,2022-10-17T14:41:00.000Z,2022-10-17T18:47:00.000Z,true,wealthora-historical-trades-v1
1d1edc85-4478-4240-8673-53e8ea3e6551,TRD-H000073,439522eb-5a41-a8f8-9c48-4dd689bf9bce,2022-10-17,EUR/USD,BUY,AI Momentum,LOW,0.22,0.97539,0.98311,0.561857,77.2,WIN,CLOSED,2022-10-17T08:35:00.000Z,2022-10-17T10:03:00.000Z,true,wealthora-historical-trades-v1
034d1163-801e-4df9-b1da-09012a6bcd35,TRD-H000074,236e12c8-ae8f-64ce-5f4f-743f2dfc8b32,2022-10-18,GBP/USD,BUY,Carry Overlay,HIGH,1.99,1.1295,1.13766,0.350936,81.6,WIN,CLOSED,2022-10-18T12:47:00.000Z,2022-10-18T16:42:00.000Z,true,wealthora-historical-trades-v1
1b2bf221-2187-44d0-9f0f-042b6938e624,TRD-H000075,236e12c8-ae8f-64ce-5f4f-743f2dfc8b32,2022-10-18,USD/JPY,SELL,AI Momentum,MEDIUM,0.28,149.178,148.764,0.745761,41.4,WIN,CLOSED,2022-10-18T08:10:00.000Z,2022-10-18T09:05:00.000Z,true,wealthora-historical-trades-v1
0edc54f4-aa05-42cd-81a7-3a96a1f4ebd3,TRD-H000076,2db10167-c877-db08-28f8-7f1adee1f888,2022-10-19,USD/CHF,SELL,Carry Overlay,HIGH,0.41,1.00201,0.99601,0.304838,60,WIN,CLOSED,2022-10-19T14:00:00.000Z,2022-10-19T16:55:00.000Z,true,wealthora-historical-trades-v1
da150f4e-cee7-401d-8f61-bc76625f2f72,TRD-H000077,2db10167-c877-db08-28f8-7f1adee1f888,2022-10-19,AUD/USD,SELL,Session Breakout,MEDIUM,0.96,0.63169,0.62865,0.491814,30.4,WIN,CLOSED,2022-10-19T07:22:00.000Z,2022-10-19T12:03:00.000Z,true,wealthora-historical-trades-v1
aa80183c-5d5f-4a4a-965d-6e34c32acb25,TRD-H000078,64087065-d343-301e-6fa9-de951429c620,2022-10-20,NZD/USD,BUY,AI Momentum,LOW,2.41,0.56441,0.57136,0.133629,69.5,WIN,CLOSED,2022-10-20T13:49:00.000Z,2022-10-20T17:07:00.000Z,true,wealthora-historical-trades-v1
